startingleadership_title;Starting Leadership.;;;;;;;;;;;;x;;;
startingleadership_desc;Lets you start with some generals.;;;;;;;;;;;;x;;;
notechs_title;Starting Techs.;;;;;;;;;;;;x;;;
notechs_desc;If you don't have starting techs defines then this will give you some.;;;;;;;;;;;;x;;;
phi_becomestate_NEWS_LONG;The fighting in the Phillipines has finally ended! After a long and gruelling geurilla war between the remaining American and Japanese forces the American forces stand victorious. The frequent importation of American troops and material during the 15 year long struggle has lead to a dependence and fraternal relationship between the Phillipine people and the American Military Administration. With peace finally returning to the islands the Phillipine Civil Government has formally requested statehood with the American government, with a swift approval strongly expected.;;;;;;;;;;;;x;;;
phi_becomestate_NEWS_MEDIUM;The Phillipines has been granted statehood! After a gruelling 15 year guerilla war recently won with the continued American support, the Phillipines has opted to join the Union!;;;;;;;;;;;;x;;;
phi_becomestate_NEWS_SHORT;All welcome the new 50th state!;;;;;;;;;;;;x;;;
EVTDESC500016_NEWS_LONG;The fighting in the Phillipines has finally ended! After a long and gruelling geurilla war between the remaining American and Japanese forces the American forces stand victorious. The frequent importation of American troops and material during the 15 year long struggle has lead to a dependence and fraternal relationship between the Phillipine people and the American Military Administration. With peace finally returning to the islands the Phillipine Civil Government has formally requested statehood with the American government, with a swift approval strongly expected.;;;;;;;;;;;;x;;;
EVTDESC500016_NEWS_MEDIUM;The Phillipines has been granted statehood! After a gruelling 15 year guerilla war recently won with the continued American support, the Phillipines has opted to join the Union!;;;;;;;;;;;;x;;;
EVTDESC500016_NEWS_SHORT;All welcome the new 50th state!;;;;;;;;;;;;x;;;
demorus_title;Unite with the Russian Federal Republic.;;;;;;;;;;;;x;;;
demorus_desc;Some like minded groups have formed alongside us during the fall of the Soviet Union. Our differences are negligible and our relationship amiciable; we should unite!;;;;;;;;;;;;x;;;
westalaska_title;The West Alaskan Government forms!;;;;;;;;;;;;x;;;
westalaska_desc;After a lengthy process we have finally kicked the haunting vistages of communism out of the region. We can finally unite the people under a democratic flag. The Americans have been a continued source of economic assistance during this endeavor, what's more suitable than for us to declare ourselves the Republic of West Alaska!;;;;;;;;;;;;x;;;
ciafunding_title;American Funding.;;;;;;;;;;;;x;;;
ciafunding_desc;Some men from overseas today arrived and informed us that a few polititians in America believe there is something worth salvaging in the remains of Russia. They claim that if we pay a little lip service to the American government then they can convince these polititians to approve economic assistance to us.;;;;;;;;;;;;x;;;
shippurchase_title;American ship purchase.;;;;;;;;;;;;x;;;
shippurchase_desc;Our naval facilities cannot keep up with our larger neighbours; it is necessary to rely on our foreign friends to make up for the gap.;;;;;;;;;;;;x;;;
WA_capital_title;Pride of the Fleet.;;;;;;;;;;;;x;;;
WA_capital_desc;What we cannot make up for in quantity, we will make up for in quality! It is time we pool our resources towards a mighty ship worthwhile of being our pride!;;;;;;;;;;;;x;;;
Form_SCA_title;Form the North Sea Pragmatic Alliance.;;;;;;;;;;;;x;;;
Form_SCA_desc;Despite our differences all North Sea countries face perilous threats to our independence. We should unite for the purpose of mutual defense!;;;;;;;;;;;;x;;;
synthrubber_factory; Synthetic Rubber Factory;;;;;;;;;;;;x;;;
rus_uni;Russian Unification;;;;;;;;;;;;x;;;
rus_uni_short;Russian Unification of $STATE$;;;;;;;;;;;;x;;;
rus_uni_setup;Acquire $STATE$;;;;;;;;;;;;x;;;
tiny_conquest;Tiny Conquest;;;;;;;;;;;;x;;;
tiny_conquest_short;Annex $RECIPIENT$;;;;;;;;;;;;x;;;
tiny_conquest_setup;Annex $RECIPIENT$;;;;;;;;;;;;x;;;
acquire_capital;Take Capital;;;;;;;;;;;;x;;;
acquire_capital_short;Take $RECIPIENT$ capital;;;;;;;;;;;;x;;;
acquire_capital_setup;Take $RECIPIENT$ capital;;;;;;;;;;;;x;;;
negotiated_transfer;Negotiated Transfer;;;;;;;;;;;x
event500181desc;The Wehrmacht clamors for blood and battle to once again prove the might that previously conquered Europe in the 40's. The current idleness of Goring's foreign policy and lack of swift Blitzkrieg towards the conclusion of War Plan A is making them restless and unsatisfied.;x
event500184desc;A group of officers styling themselves as the 'Old Guard' of the Wehrmacht officer corp have siezed key military and governmental institutions overnight, effectively siezing control over the country of Germany. Their ringleader, Hans Speidel, has declared a 'restoration of order' denouncing the jingoist policies of the more National Socialist inclined militarist faction of officers. Even the aging Fuhrer himself did not escape their ire as Hermann Goring was deposed for his complacency in the militarist War Plan policy.;x
PROV3389;Congo Lake;x
middle_east;Middle East;x
central_asia;Central Asia;x
PROV3390;Alboran Islands;x
PROV3391;Palos;x
PROV3392;Ibiza;x
PROV3393;Mahon;x
PROV3394;Puerto de Valencia;x
PROV3395;Columbretes;x
PROV3396;Sitges;x
PROV3397;Lloret de Mar;x
PROV3398;Leucate;x
PROV3399;Arles;x
PROV3400;La Ciotat;x
PROV3401;Hyeres;x
PROV3402;Livorno;x
PROV3403;Portoferraio;x
PROV3404;Orbetello;x
PROV3405;Porta Roma;x
PROV3406;Ischia;x
PROV3407;Suola;x
PROV3408;Mandredonia;x
PROV3409;San Domino;x
PROV3410;Pescara;x
PROV3411;Palagruza;x
PROV3412;Emanuele;x
PROV3413;Kornati;x
PROV3414;Mezza;x
PROV3415;Pannello;x
PROV3416;Cres;x
PROV3417;Medulin;x
PROV3418;Pesaro;x
PROV3419;Schiava;x
PROV3420;Donzella;x
PROV3421;Drenata Venice;x
PROV3422;La Valletta;x
PROV3423;Ragusa;x
PROV3424;Fortezza Pantelleria;x
PROV3425;Fortezza Favignana;x
PROV3426;Fortezza Raf Raf;x
PROV3427;Zembra;x
PROV3428;North Hammamet;x
PROV3429;South Hammamet;x
PROV3430;Linosa;x
PROV3431;Sharqi;x
PROV3432;Djerba;x
PROV3433;Lampedusa;x
PROV3434;Sabratah;x
PROV3435;Zuwara;x
PROV3436;Rasheed;x
PROV3437;Damietta;x
PROV3438;Fortezza Naxos;x
PROV3439;Patras Lake;x
PROV3440;Gaios;x
PROV3441;Falkonera;x
PROV3442;Bodrum;x
PROV3443;Fortezza Myrina;x
PROV3444;Skyros;x
PROV3445;Myrtoa;x
PROV3446;Sporades;x
PROV3447;Cesme;x
PROV3448;Baltegat;x
MED_1;Adriatica;x
MED_2;Esterna Insediamento;x
MED_3;Roma;x
MED_4;Corsica-Nice;x
MED_5;Settentrionale Stretto;x
MED_6;Meridionale Stretto;x
MED_7;Tripolitania Settentrionale;x
MED_8;Aegean Islands;x
MED_9;Balearic Islands;x
event500187desc;The Triumvirate teeters on the edge of collapse, and every power knows it. Border disputes that have existed for decades have been elevated to skirmishes as land borders have been drastically realligned with the advent of the Antlantropa project. \nIn Italy Galeazzo Ciano, the son in law of the late Il Duce Mussolini himself, has invited the leaders of Spain and Turkey to convene in Malta and discuss the future of the Triumvirate alliance. All disputes and issues have been welcomed to discuss, and although many predict a diplomatic catastrophe, there are some who believe this to be Italy's finest moment.;x
event500189desc;The Duce of Italy Galeazzo Ciano has invited Turkey and the other Triumvirate alliance members to a conference in Malta to discuss the future of the alliance and to air any grievances they may have. \nAlthough not opposed to the collective security the Triumvirate has provided, the desire of the Turkish ancestral lands and the ceasing of European meddling in the Middle East is on every Turkish politicians lips.;x
event500188desc;The Duce of Italy Galeazzo Ciano has invited Turkey and the other Triumvirate alliance members to a conference in Malta to discuss the future of the alliance and to air any grievances they may have. \nThe Iberian Union is no stranger to squabbles between brothers. The cooperation between Spain and Portugal has long had its issues concerning what each party viewed as truly equitable. With this in mind the most pressing issue of the Iberian diplomats is acquiring a more equitable share of the spoils of North Africa.;x
event500194desc;Initial sporadic reports of an attack on the Malta Conference have reached all members of the Triumvirate. While tensions were high going into the Meeting, now they are absolutely astronomical as all nations have pulled their delegates out of the meeting.;x
bomb_malta_title;Bomb the Malta Conference.;x
bomb_malta_desc;By bombing the current crisis conference the Triumvirate is holding in Malta we can sow dissent among their alliance. §R This decision is time sensitive and will disappear once the conference is over.;x
brg_expand_title;Sieze the Demilitarized Zone;x
brg_expand_desc;The French Border with Orddensstaat Burgund has been demilitarized since World War 2. Now that Germany is distracted with turmoil we have the perfect opportunity to take advantage of this!;x
NORMAL_WAR_BRG_2;Schutzstaffel Civil War;x
AGRESSION_WAR_BRG_2;Schutzstaffel Civil War;x
event500196desc;In the wake of the German civil war few doubt the closeness of  Reichsfuhrer-SS Himmler and Fuhrer Heydrich. The latter served as a close prodigy of the former throughout his entire Schutzstaffel career and so Himmler's unrelenting aid came as no surprise. Although many expected the younger Heydrich to step down and let Himmler take the role of Fuhrer, a surprisingly different set of orders came in shortly after the last shots of the German civil war were fired. \n §R"FOR THE BETTERMENT OF THE ARYAN RACE, FOR THE FUTURE OF THE REICH, FOR THE VICTORY OF THE UBERMENSCH OVER THE DEGENERATES, ACTION MUST BE TAKEN TO ENSURE THE FAILURES OF THE PAST CAN NOT PREVENT THE VICTORY'S OF THE FUTURE. THE JUDEO-BOLSHEVIKS OF THE WORLD WILL BE CLEANSED IN A NUCLEAR HOLOCOAST USING THE SUPREMACY OF THE GERMAN NUCLEAR ARSENAL.";x
brg_stockpile_sieze;Sieze Nuclear Stockpile;;;;;;;;;;;;x;;;
brg_stockpile_sieze_short;$RECIPIENT$ has their nuclear stockpile siezed by Burgundy.;;;;;;;;;;;;x;;;
brg_stockpile_sieze_setup;$RECIPIENT$ has their nuclear stockpile siezed by Burgundy.;;;;;;;;;;;;x;;;
brg_stockpile_sieze_desc;$RECIPIENT$ has their nuclear stockpile siezed by Burgundy.;x
nuke_disarm;Sieze Nuclear Stockpile;;;;;;;;;;;;x;;;
nuke_disarm_short;$RECIPIENT$ has their nuclear stockpile siezed.;;;;;;;;;;;;x;;;
nuke_disarm_setup;$RECIPIENT$ has their nuclear stockpile siezed.;;;;;;;;;;;;x;;;
nuke_disarm_desc;$RECIPIENT$ has their nuclear stockpile siezed.;x
cultural_replacement_hge_title;Germanisation Program;;;;;;;;;;;;x
cultural_replacement_hge_desc;We must continue the Germanisation of the Lebensraum and its settlement by the German People! §R This decision is one use.;;;;;;;;;;;;x
hge_ss;Expanded SS Recruitment;x
ss_enlistment_hge_title;Expand SS Recruitment.;x
ss_enlistment_hge_desc;The Germanisation programs are simply not sustainable. In order to secure the Reichskommissariat we should start recruiting our security forces from the local population.;x
great_trial_title;The Great Trial;x
great_trial_desc;This is a placeholder event until russia is revamped. rus_unified is the flag that comes from having russia mostly unified (there is a major event that will pop up when this happens). Mostly unified means only 3 of the major Russian nations are left (one from left, right, and center).;x
sge_wage_reform_title;Währungsreform: Minimum Wage;x
sge_wage_reform_desc;The Reichsmark is due a hard reset. It is a worthless currency with no clout on the global stage. Even Germans who make a decent wage can barely afford to keep food on the table and a multitude of luxury goods sit in stores gathering dust. It is time to put an end to this sorry state. §R You can select a reform decision for each former RK you don't annex while recovering the German sphere. (Bohemia, Slovakia, Poland, Ukraine, Moscow, Baltics);x
sge_work_hours_title;Währungsreform: Work Hours;x
sge_work_hours_desc;The Reichsmark is due a hard reset. It is a worthless currency with no clout on the global stage. Even Germans who make a decent wage can barely afford to keep food on the table and a multitude of luxury goods sit in stores gathering dust. It is time to put an end to this sorry state. §R You can select a reform decision for each former RK you don't annex while recovering the German sphere. (Bohemia, Slovakia, Poland, Ukraine, Moscow, Baltics);x
sge_safety_regulations_title;Währungsreform: Safety Regulations;x
sge_safety_regulations_desc;The Reichsmark is due a hard reset. It is a worthless currency with no clout on the global stage. Even Germans who make a decent wage can barely afford to keep food on the table and a multitude of luxury goods sit in stores gathering dust. It is time to put an end to this sorry state. §R You can select a reform decision for each former RK you don't annex while recovering the German sphere. (Bohemia, Slovakia, Poland, Ukraine, Moscow, Baltics);x
sge_unemployment_subsidies_title;Währungsreform: Unemployment Subsidies;x
sge_unemployment_subsidies_desc;The Reichsmark is due a hard reset. It is a worthless currency with no clout on the global stage. Even Germans who make a decent wage can barely afford to keep food on the table and a multitude of luxury goods sit in stores gathering dust. It is time to put an end to this sorry state. §R You can select a reform decision for each former RK you don't annex while recovering the German sphere. (Bohemia, Slovakia, Poland, Ukraine, Moscow, Baltics);x
sge_pensions_title;Währungsreform: Pensions;x
sge_pensions_desc;The Reichsmark is due a hard reset. It is a worthless currency with no clout on the global stage. Even Germans who make a decent wage can barely afford to keep food on the table and a multitude of luxury goods sit in stores gathering dust. It is time to put an end to this sorry state. §R You can select a reform decision for each former RK you don't annex while recovering the German sphere. (Bohemia, Slovakia, Poland, Ukraine, Moscow, Baltics);x
sge_health_care_title;Währungsreform: Health Care;x
sge_health_care_desc;The Reichsmark is due a hard reset. It is a worthless currency with no clout on the global stage. Even Germans who make a decent wage can barely afford to keep food on the table and a multitude of luxury goods sit in stores gathering dust. It is time to put an end to this sorry state. §R You can select a reform decision for each former RK you don't annex while recovering the German sphere. (Bohemia, Slovakia, Poland, Ukraine, Moscow, Baltics);x
sge_school_reforms_title;Währungsreform: Public Education;x
sge_school_reforms_desc;The Reichsmark is due a hard reset. It is a worthless currency with no clout on the global stage. Even Germans who make a decent wage can barely afford to keep food on the table and a multitude of luxury goods sit in stores gathering dust. It is time to put an end to this sorry state. §R You can select a reform decision for each former RK you don't annex while recovering the German sphere. (Bohemia, Slovakia, Poland, Ukraine, Moscow, Baltics);x
sge_ge2_accepted_title;Reform Nuremburg Laws;x
sge_ge2_accepted_desc;The fixation of the Reich on racial purity has gotten completely out of hand. The Ahnenpass, documents issued to certify the Aryan heritage of individuals, is widely disliked by Speer's reformer prodigies. By repealing these outdated practices many non-Germans who have been subject to Germanization programs can more easily pass as fully German people.;x
student_protests;Student Protests;x
event500182desc;The Wunderwaffen project, revived by Goring to occupy the militarist faction, has returned with a vengeance. The scope has increased drastically, creeping even into the space program. The 'Sun Gun Project', as it's been labeled by the western press, has quickly covered our face with egg and dug a hole in our budget.;x
event500199desc;Ever since 1933 the Reichstag Fire Decree has been the symbolic cornerstone of the hardliner National Socialist regime in Germany. The governmental reforms championed by the former Fuhrer Albert Speer have accumulated today into the repealing of the Fire Decree and the further opening of German politics. As a new generation of Speerite reformists dominate the Reich Chancellery, hardliners are left unable to resist the coming tide of democratization.;x
event500200desc;The former Fuhrer Albert Speer has announced his withdrawal from German politics today, citing his advanced age and general health concerns. Fuhrer Speer's policy of limited reform had lead the Reich to a state of relative calm as many previously disenfranchised people are now allowed a meager voice in government affairs. The Reich Chancellery is split evenly between the new generation of reformist National Socialists following in Speer's footsteps and hardliners directly opposed to them.;x
event500201desc;Fuhrer Speer has passed away today following a period of illness onset by his advanced age. He leaves behind a legacy of resolute strength and confidence in the forced labour systems set up during the days of Organisation Todt and World War II. His supporters are well known for their hardliner positions on National Socialism and 'Speerite' economics. Outside observers expect little to change in the German governmental policies.;x
event500202desc;For the student generation of the late 1970's and early 1980's the circumstances that gave rise to support of National Socialism are but a distant memory of two generations ago. The tennants of nationalism and supremacism fall deaf on the ears of this new generation and personal liberty seems to be on the lips of every student in Germania. The widespread unrest and protests have begun and in some cases escalated as certain more radical student groups have formed the 'Rote Armee Fraktion', an organization labeled a communist terrorist organization by Fuhrer Bormann.;x
event500203desc;Reichsminister Walther Hewel has suggested a radical approach of negotiation and appeasement with the student protests surrounding Germania. This would involve Fuhrer Bormann meeting with protest leaders and dicussing many potential avenues of reform and placating them with distant promises. The Abwehr is on high alert and suggests that such actions would lead to Fuhrer Bormann being highly exposed to a possible attack from Rote Armee Fraktion terrorists hiding amongst the student protesters.;x
event500204desc;Tragedy has struck as Fuhrer Bormann is reported dead as a result of health complications from his advanced age. Unconfirmed reports and rumors circulate of murder at the hands of the Rote Armee Fraktion, leading to much concern over the stability of his successors' regime. Fuhrer Bormann's death comes at a critical time as student protests and Rote Armee Fraktion attacks around Germania reach a crescendo.;x
event500205desc;Terror grips the nation as Martin Bormann and many other high ranking National Socialist officials are reported as dead during a widespread series of attacks conducted by the Rote Armee Fraktion. The events occured during a series of scheduled talks between Bormann and the student protest leaders. The Reichsgovernment, effectively leaderless, has collapsed as Germania is overrun by student protesters and the increasingly organized Rote Armee Fraktion communists.;x
WA_expansion_title;Reclaim the Bombing Regions;x
WA_expansion_desc;In the wake of the German Civil War the German airforce has stopped using West Africa for bombing target practice. We can now bring governance back to the region.;x
NGA_expansion_title;Annex Yorubaland;x
NGA_expansion_desc;We're one again!;x
NGA_accepted_title;Champion of West Africa!;x
NGA_accepted_desc;Now that we have reclaimed Yorubaland and kicked the French out of Gbeland it is time that we take our place as the leader and protector of all West Africans!;x
usa_conservative_1;R-RD (Richard Nixon);x
usa_conservative_1_alt;R-RD (John W. McCormack);x
usa_conservative_2;R-RD (Lyndon Johnson);x
usa_conservative_3;R-RD (Barry Goldwater);x
usa_conservative_4;R-RD (George Romney);x
usa_conservative_5;R-RD (Robert McNamara);x
usa_conservative_6;R-RD (George H.W. Bush);x
usa_conservative_7;R-RD (John McCain);x
usa_conservative_8;R-RD (George W. Bush);x
usa_conservative_9;R-RD (Mitt Romney);x
usa_conservative_10;R-RD (Generic);x
usa_liberal_1;D-RD (John F. Kennedy);x
usa_liberal_2;D-RD (Wallace Bennett);x
usa_liberal_3;D-RD (Philip Hart);x
usa_liberal_4;D-RD (Jeane Kirkpatrick);x
usa_liberal_5;D-RD (Jimmy Carter);x
usa_liberal_6;D-RD (Walter Mondale);x
usa_liberal_7;D-RD (Bill Clinton);x
usa_liberal_8;D-RD (Al Gore);x
usa_liberal_9;D-RD (Barack Hussein Obama);x
usa_liberal_10;D-RD (John F. Kennedy Jr.);x
usa_liberal_11;D-RD (Generic);x
usa_socialist_1;C-NPP (Milt Rosen);x
usa_socialist_2;C-NPP (Robert F. Kennedy);x
usa_socialist_3;C-NPP (Michael Harrington);x
usa_socialist_4;C-NPP (Henry M. Jackson);x
usa_socialist_5;C-NPP (Robert Redford);x
usa_socialist_6;C-NPP (Jesse Jackson);x
usa_socialist_7;C-NPP (Jesse Ventura);x
usa_socialist_8;C-NPP (Bernie Sanders);x
usa_socialist_9;C-NPP (Generic);x
usa_communist_1;L-NPP (Gus Hall);x
usa_communist_2;L-NPP (Bill Epton);x
usa_communist_3;L-NPP (Lenora Fulani);x
usa_communist_4;L-NPP (Gloria La Riva);x
usa_communist_5;L-NPP (Generic);x
usa_anarcho_1;FR-NPP (George Wallace);x
usa_anarcho_2;FR-NPP (Curtis LeMay);x
usa_anarcho_3;FR-NPP (Ed Clark);x
usa_anarcho_4;FR-NPP (Ross Perot);x
usa_anarcho_5;FR-NPP (Charles Baldwin);x
usa_anarcho_6;FR-NPP (Donald J. Trump);x
usa_anarcho_7;FR-NPP (Generic);x
usa_reactionary_1;FR-NPP (Strom Thurmond);x
usa_reactionary_2;FR-NPP (Margaret C. Smith);x
usa_reactionary_3;FR-NPP (Phyllis Schlafly);x
usa_reactionary_4;FR-NPP (Lester Maddox);x
usa_reactionary_5;FR-NPP (Pat Buchanan);x
usa_reactionary_6;FR-NPP (Thomas Harens);x
usa_reactionary_7;FR-NPP (Tom Hoefling);x
usa_reactionary_8;FR-NPP (Generic);x
usa_fascist_1;Y-NPP (Francis Yockey);x
usa_fascist_2;Y-NPP (George Lincoln Rockwell);x
usa_fascist_3;Y-NPP (Bo Gritz);x
usa_fascist_4;Y-NPP (Tucker Carlson);x
usa_fascist_5;Y-NPP (Generic);x
in_ofn;O.F.N. Member;x
democracy2;Democracy;Démocratie;Demokratie;;Democracia;;;;;;;;;x;;;;
democracy2_ruler;President;Président;Präsident;;Presidente;;;;;;;;;x;;;;
king_michael_coup;King Michael's Coup!;x
horthy_son;Miklos Horthy's son has succeeded him to continue the regency. (Hungary did not turn fascist in the early 1960s.);x
near_east_dealt_with;Poland and Czechoslovakia have been pacified.;x
war_plan_0_finish;War Plan Zero finished.;x
war_plan_a_finish;War Plan A finished.;x
war_plan_b_finish;War Plan B finished.;x
Diplomacy_in_the_East;Satisfied Turkish demands in the Malta conference.;x
ETH_1;Djibuti;x
algeria_inherit_title;Integrate the Algerian Occupational Government.;;;;;;;;;;;;x
algeria_inherit_desc;The Algerian occupational government has served its purpose. It is time that we take direct control of the territory.;;;;;;;;;;;;x
glo_inherit_title;Integrate the Benelux Occupational Government.;;;;;;;;;;;;x
glo_inherit_desc;The Benelux occupational government has served its purpose. It is time that we take direct control of the territory.;;;;;;;;;;;;x
event500209desc;With the advent of Ba'athist victory over government forces in $COUNTRY$, the long awaited dream of Arab unity has found its first victory. Ba'athism is an Arab nationalist ideology which promotes the creation and development of a unified Arab state through the leadership of a vanguard party over a socialist revolutionary government. The ideology is officially based on the theories of the Syrian intellectuals Michel Aflaq, Zaki al-Arsuzi, and Salah al-Din al-Bitar. §R You get a new instant CB to spread Ba'athism that you can use either when an Arab province is controlled by rebels, or when you are at war with someone and control all of their Arab provinces, or if the target is an Arab minor country/Italian colony. (Arab here doesn't include anything west of Egypt.);x
event500210desc;With the advent of Ba'athist victory over government forces in $COUNTRY$, the long awaited dream of Arab unity has found its next victory. Ba'athism is an Arab nationalist ideology which promotes the creation and development of a unified Arab state through the leadership of a vanguard party over a socialist revolutionary government. The ideology is officially based on the theories of the Syrian intellectuals Michel Aflaq, Zaki al-Arsuzi, and Salah al-Din al-Bitar.;x
baathist_rebels_name;$COUNTRY$ Ba'athists;x
baathist_rebels_army;$COUNTRY_ADJ$ Ba'athist Popular Army;x
baathist_rebels_desc;Ba'athism is an Arab nationalist ideology which promotes the creation and development of a unified Arab state through the leadership of a vanguard party over a socialist revolutionary government. If this rebel group wins they will join the United Arab Republic.;x
form_UAR_title;Proclaim Ba'athist Government!;x
form_UAR_desc;Ba'athism is an Arab nationalist ideology which promotes the creation and development of a unified Arab state through the leadership of a vanguard party over a socialist revolutionary government. If we formally adopt this movement we begin the difficult journey of pan-Arab unity, but alienate ourselves from western powers.;x
expand_UAR_cores_title;Expand Ba'athism!;x
expand_UAR_cores_desc;Our lands contain people who are separated from the rest of their sub-Arab homeland. If we want to truly establish Ba'athist rule over Arabia we must free them!;x
expand_UAR_west_title;Free the Mediterranean!;x
expand_UAR_west_desc;Having successfully freed the bulk of our Arab homeland, it is now time to expel the colonialists of Italy from the Arab people of Libya and Tunisia!;x
expand_UAR_wester_title;Free the Maghrebi!;x
expand_UAR_wester_desc;Having successfully freed the bulk of our Arab homeland, it is now time to expel the colonialists of Iberia from the Arab people of Morocco and Algeria!;x
CFR_AF1_inherit_title;Annex Gbeland;x
CFR_AF1_inherit_desc;We're one again!;x
baathism;Ba'athist Revolution!;;;;;;;;;;;;x;;;
baathism_short;Spread the Ba'athist revolution to $RECIPIENT$! This annexes all Arab states.;;;;;;;;;;;;x;;;
baathism_setup;Acquire Arab states from $RECIPIENT$. §R This CB costs 5 infamy, despite what this menu says.;;;;;;;;;;;;x;;;
baathism_desc;Ba'athist uprising spreads! §R This CB costs 5 infamy, despite what this menu says.;x
arab_unrest;Arab Unrest;x
arab_unrest_uar;Arab Unrest;x
iet_inherit_title;Integrate the East African Occupational Government.;;;;;;;;;;;;x
iet_inherit_desc;The East African occupational government has served its purpose. It is time that we take direct control of the territory. §R The requirements localization is bugged. This becomes available when all stated provinces in the puppet are majority Italian.;;;;;;;;;;;;x
iis_inherit_title;Integrate the Levantine Occupational Government.;;;;;;;;;;;;x
iis_inherit_desc;The Levantine occupational government has served its purpose. It is time that we take direct control of the territory. §R The requirements localization is bugged. This becomes available when all stated provinces in the puppet are majority Italian.;;;;;;;;;;;;x
igy_inherit_title;Integrate the Egyptian Occupational Government.;;;;;;;;;;;;x
igy_inherit_desc;The Egyptian occupational government has served its purpose. It is time that we take direct control of the territory. §R The requirements localization is bugged. This becomes available when all stated provinces in the puppet are majority Italian.;;;;;;;;;;;;x
release_puppets_title;Release Puppets;x
release_puppets_desc;Will give you events to decide which puppets to release, if any.;x
poker_title;Queue for Poker Minigame;x
poker_desc;This will put you into the queue for the poker minigame. It will start when enough players click to join. Thank you Frank for this wonderful suggestion!;x
PROV3449;San Francisco Harbor;x
event500141desc;'The Orginization of Free Nations is dedicated to promoting and protecting freedom and democracy abroad in the face of ever encroaching fascist threat.' That is the founding principle upon which the O.F.N. was founded in the wake of World War Two. However, as war ravages $COUNTRY$ the defender of the free world is shockingly absent. Fighters and outside observers alike have found themselves increasingly asking themselves: Just where are the Yankees?;x
event500215desc;'The Orginization of Free Nations is dedicated to promoting and protecting freedom and democracy abroad in the face of ever encroaching fascist threat.' That is the founding principle upon which the O.F.N. was founded in the wake of World War Two. However, as war ravages $FROMCOUNTRY$ the defender of the free world is shockingly absent. Fighters and outside observers alike have found themselves increasingly asking themselves: Just where are the Yankees? \n §R This event fires when a minor O.F.N. member is at war with a non-O.F.N. nation that you are at peace with. (The event will not stack or spam.);x
ofn_security_punishment;O.F.N. Security Lapse;x
african_rebels_name;$COUNTRY$ Slave Revolt;x
african_rebels_army;$COUNTRY_ADJ$ Slave Militia;x
african_rebels_desc;The German colonial regime in Africa is an essentially a country sized concentration camp. Of course, this has lead to many seeking to overthrow the German regime. §R If this rebel group wins, the entire German colonial regime will be split among the native people. This will free the following countries: \n The Congo \n Zambia \n Kenya \n Mozambique \n Angola \n Botswana/Rhodesia \n Nigeria \n The Boer State;x
colonial_exploitation;Colonial Exploitation;x
af_dev_1;African Devastation;x
af_dev_2;African Devastation;x
af_dev_3;African Devastation;x
event500220desc;The war against South Africa is straining the German administration to its limit. Every soldier on the front is one less guarding the plantations. Every rifle in their hands is another endless shift in the factories for the African people. §R This will get much worse in roughly 6 months and again in 12 months.;x
event500221desc;The war against South Africa is straining the German administration to its limit. Every soldier on the front is one less guarding the plantations. Every rifle in their hands is another endless shift in the factories for the African people. §R This will get much worse in roughly 6 months.;x
event500222desc;The war against South Africa is straining the German administration to its limit. Every soldier on the front is one less guarding the plantations. Every rifle in their hands is another endless shift in the factories for the African people.;x
saf_war_started;The South African War has started.;x
sga_reform_title;The African Dawn;x
sga_reform_desc;Reichskommissar Wolfgang Schenck, a veteran ace of the wars in Russia and the lord over the Südwestafrikan domain, rules with a light, almost absent touch. While in public he maintains the Reichskommissariats resources quota obligations to Germany, in private he dreams of an end to the atrocities he overseas. Such a renunciation would however require a much more stable position regarding his southern neighbour. §R This will stop the African slave revolts.;x
brudermord_title;Brudermord;x
brudermord_desc;The other German states in Afrika are rife with corruption and are traitors to the cause of the German Reich. We are the only administration capable of managing the continent, and we will show this with force! §R This makes the "place in the sun" CB cost less infamy and warscore until you form the Großafrikanischer Reichsstaat.;x
grobafrica_title;Afrika, a Concentration Camp;x
grobafrica_desc;We have obtained a dominant postition in both east and west central Afrika. Our domain spans from Mozambique to the mouth of the Congo. An untold amount of wealth awaits us, all ripe for the picking. The continent will be drained of all its worth for the glory of the Großafrikanischer Reichsstaat!;x
fix_africa_title;Afrika Pacified;x
fix_africa_desc;We have dominated Afrika completely and consolidated our rule. With no more major ourside threats we will pacify all those within. §R This will stop the African slave revolts.;x
saf_victory_alt_title;The Boers pacified!;;;;;;;;;;;;x
saf_victory_alt_desc;With our victory in the South African War, the Boers have been pacified and reintegrated into our country.;;;;;;;;;;;;x
saf_anc_deal_title;Reproach the African National Congress;x
saf_anc_deal_desc;The African National Congress is a social-democratic political party in South Africa, known for its opposition to apartheid. It is the opposite political extreme to the Boer National Party and despised by many British who support apartheid. Despite this the current crisis South Africa faces requires the cooperation and solidarity of all Africans, white and black. §R This will raise the requirements for accepting the Boers later.;x
place_in_the_sun_alt;Place in the sun;Une place au soleil;Ein Platz an der Sonne;;Un lugar bajo el sol;;;;;;;;;x;;;;
place_in_the_sun_alt_short;Acquire $STATE$; Prendre l'État de $STATE$;Kolonie $STATE$ erobern;;Adquirir $STATE$;;;;;;;;;x;;;;
place_in_the_sun_alt_setup;Acquire colony $STATE$ from $RECIPIENT$;Prendre colonie $STATE$ à $RECIPIENT$;Kolonie $STATE$ von $RECIPIENT$ erobern.;;Adquirir la colonia de $STATE$ de manos de $RECIPIENT$;;;;;;;;;x;;;;
